"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL70364";"";"0";"314.45";"0";"3.16";"121";"CN(C)CCC1CN(C)C(=S)c2cc3ccccc3cc2O1";"Survival";"'='";"67.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL689752";"Histamine induced lethality, at 30-min pretreatment time of 3 mg/kg i.p. in guinea pigs.";"F";"BAO_0000218";"organism-based format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1124606";"1";"Scientific Literature";"J. Med. Chem.";"1989";""
"CHEMBL100064";"";"0";"335.45";"0";"2.76";"13c";"O=C(CCN1CCN2Cc3ccccc3CC2C1)Nc1ccccc1";"IC50";"'='";"1342.0";"nM";"5.87";"";"";"UO_0000065";"17.51";"0.32";"3.11";"16.50";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL84407";"";"0";"519.61";"2";"6.99";"1k";"O=c1cc(C2N=NN=N2)oc2cc(OCCCN3CCC(=C(c4ccccc4)c4ccccc4)CC3)ccc12";"Kd";"'='";"5.89";"nM";"8.23";"";"";"UO_0000065";"15.84";"0.29";"1.24";"8.93";"False";"CHEMBL698452";"dissociation constant was determined against H1 receptor of guinea pig lung membranes using radioligand binding assays.";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638235";"Lung";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128421";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL57703";"";"0";"478.56";"1";"6.22";"100";"FC(F)(F)c1cccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)c1";"A10";"'>'";"0.04";"mg l-1";"";"";"";"";"";"";"";"";"False";"CHEMBL685900";"In vitro inhibition of histamine(H1) induced contraction of guinea pig ileum.";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1122877";"1";"Scientific Literature";"J. Med. Chem.";"1985";""
"CHEMBL319817";"";"0";"369.90";"0";"3.41";"13b";"O=C(CCN1CCN2Cc3ccccc3CC2C1)Nc1ccccc1Cl";"IC50";"'='";"677.0";"nM";"6.17";"";"";"UO_0000065";"16.68";"0.32";"2.76";"17.34";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL13559";"VUF-5296";"0";"123.16";"0";"0.22";"1a (VUF-5296)";"N[C@@H]1C[C@H]1c1c[nH]cn1";"pD2";"'='";"4.5";"";"";"";"";"";"";"";"";"";"False";"CHEMBL699470";"In vitro functional Histamine H1 receptor assay was measured on guinea pig jejunum.";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638243";"Jejunum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132619";"1";"Scientific Literature";"J. Med. Chem.";"1999";""
"CHEMBL337756";"";"0";"139.20";"0";"0.86";"5";"CC(N)C(C)c1c[nH]cn1";"Intrinsic activity";"'='";"0.94";"";"";"";"";"";"";"";"";"";"False";"CHEMBL880021";"Intrinsic activity against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125369";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL1202940";"";"0";"345.85";"0";"2.12";"15";"CN(C)CCCN1C(=O)CSC1c1cccc([N+](=O)[O-])c1.Cl";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL823938";"In vitro for histamine H1 receptor antagonist activity against histamine-induced contractions on isolated guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125507";"1";"Scientific Literature";"J. Med. Chem.";"1992";""
"CHEMBL91523";"";"0";"354.45";"0";"3.72";"20";"CCCCCCCCOCCCc1c[nH]cn1.O=C(O)/C=C\C(=O)O";"Kd";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL695156";"Functional Histamine H1 receptor antagonistic activity in vitro assay on guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1148314";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL284862";"";"0";"271.24";"0";"2.48";"41";"NCCc1c[nH]c(-c2cccc(OC(F)(F)F)c2)n1";"Relative activity";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL691639";"Contractile effect on isolated guinea pig ileal segments is a measure of H1 (histamine) receptor agonistic activity relative to histamine.";"F";"BAO_0000019";"assay format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL416678";"";"0";"394.50";"0";"3.26";"8";"CN/C(=N\CCC(c1ccc(F)cc1)c1ccccn1)NCCCc1c[nH]cn1";"pKB";"'='";"5.08";"";"";"";"";"";"";"";"";"";"False";"CHEMBL699477";"Antagonistic activity (H1 antagonism) evaluated by the inhibition of histamine-stimulated contraction in guinea pig ileum at a concentration of 1E-7 - 1E-4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128814";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1995";""
"CHEMBL487971";"";"0";"384.57";"1";"6.39";"cis-9";"CC(C)[C@H]1C[C@@H](N(Cc2ccccc2)c2ccccc2)CCN1c1ccccc1";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL374478";"RIFAMPIN";"4";"822.95";"3";"4.34";"rifampicin";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL461284";"";"0";"385.55";"1";"6.49";"cis-5";"CC(C)[C@H]1C[C@@H](OC(c2ccccc2)c2ccccc2)CCN1c1ccccc1";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL459633";"";"0";"323.48";"0";"4.91";"cis-3";"CC(C)[C@H]1C[C@@H](OC(c2ccccc2)c2ccccc2)CCN1C";"pKb";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL941252";"Antagonist activity at guinea pig ileum histamine H1 receptor at 0.3 x 10'4 M";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152307";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL486153";"";"0";"277.37";"0";"1.56";"74";"N=C(NCCCc1c[nH]cn1)NC(=O)C1CCCCC1";"Kd";"'='";"5128.61";"nM";"5.29";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953171";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL329116";"";"0";"340.42";"0";"3.33";"19";"CCCCCCCOCCCc1c[nH]cn1.O=C(O)/C=C\C(=O)O";"Kd";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL695156";"Functional Histamine H1 receptor antagonistic activity in vitro assay on guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1148314";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL274831";"";"0";"345.49";"0";"4.47";"16";"c1ccc(C(CCc2nc(CCNC3CC3)c[nH]2)c2ccccc2)cc1";"pKp";"'='";"6.17";"";"";"";"";"";"";"";"";"";"False";"CHEMBL697100";"Negative logarithm of receptor dissociation constant Kp was reported in guinea pig ileum whole segment";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL274831";"";"0";"345.49";"0";"4.47";"16";"c1ccc(C(CCc2nc(CCNC3CC3)c[nH]2)c2ccccc2)cc1";"Concentration";"'='";"3.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL693307";"Antagonist effects was studied on contraction of guinea-pig ileum preparation; value ranges from 1 to 3";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL274831";"";"0";"345.49";"0";"4.47";"16";"c1ccc(C(CCc2nc(CCNC3CC3)c[nH]2)c2ccccc2)cc1";"Kd";"'='";"2.138";"nM";"8.67";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL694514";"Antagonism of guinea pig ileum contraction at 100 nM mepyramine";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL14484";"";"0";"417.60";"1";"5.92";"39";"c1ccc2c(NCCCCc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1";"Kd";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"13.17";"0.24";"-0.42";"14.71";"False";"CHEMBL692283";"Activity at Histamine H1 receptor using functional H1 receptor assay on guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1135735";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL275035";"";"0";"319.45";"0";"3.94";"7";"CNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"EC50";"'='";"57.54";"nM";"7.24";"";"";"UO_0000065";"22.66";"0.41";"3.30";"17.78";"False";"CHEMBL699471";"Effective concentration against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL356449";"";"0";"410.57";"0";"4.94";"58";"c1ccc(C(CCc2nc(CCNCCc3cccnc3)c[nH]2)c2ccccc2)cc1";"Emax";"'='";"64.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL693818";"Maximum response (E max) against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL518264";"";"0";"317.39";"0";"2.33";"8c";"Cc1cc(=O)oc2ccc(OCC(O)CN3CCCCC3)cc12";"Emax";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL991563";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced contractions at 0.5 mg/ml relative to control";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1144223";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";""
"CHEMBL24665";"";"0";"255.24";"0";"2.60";"39";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"Intrinsic activity";"'='";"0.8";"";"";"";"";"";"";"";"";"";"False";"CHEMBL691442";"H1-Histamine receptor agonism on Guinea pig aorta was evaluated as Intrinsic activity given as 1.0 with respect to histamine (paired 't'test;p>0.05)";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638186";"Aorta";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL24665";"";"0";"255.24";"0";"2.60";"39";"NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1";"Control";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL693950";"In vivo binding of H1 receptor Agonists measured by binding of [3H]mepyramine to Mouse cerebral cortex at the dosage of ( 3 mg/kg(no. of mice treated=5 )";"B";"BAO_0000218";"organism-based format";"Cavia porcellus";"CHEMBL3559724";"Cerebral cortex";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL472441";"";"0";"382.49";"0";"2.66";"57";"N=C(NCCCc1c[nH]cn1)NC(=O)CC(c1ccccc1)c1nccs1";"Kd";"'='";"4677.35";"nM";"5.33";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL953171";"Antagonist activity at histamine H1 receptor in guinea pig ileum assessed as inhibition of histamine-induced positive chronotropic activity";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1152279";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL268229";"";"0";"125.17";"0";"0.30";"1 (R-alpha-methylhistamine)";"C[C@@H](N)Cc1c[nH]cn1";"pD2";"'='";"5.4";"";"";"";"";"";"";"";"";"";"True";"CHEMBL699289";"Binding affinity against H1 receptor from guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128351";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL12620";"2-METHYLHISTAMINE";"0";"125.17";"0";"0.22";"2-Methylhistamine";"Cc1ncc(CCN)[nH]1";"Relative activity";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL691639";"Contractile effect on isolated guinea pig ileal segments is a measure of H1 (histamine) receptor agonistic activity relative to histamine.";"F";"BAO_0000019";"assay format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL275035";"";"0";"319.45";"0";"3.94";"13";"CNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Relative potency";"'='";"458.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL879727";"Relative potency was recorded in endothelium-denuded guinea pig aortic segment; value ranges from 399 to 526, significantly more potent than histamine (P<0.01).";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638186";"Aorta";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL153776";"";"0";"413.57";"0";"4.66";"52";"c1ccc(C(CCc2nc(CCNCCCc3c[nH]cn3)c[nH]2)c2ccccc2)cc1";"Relative potency";"'='";"1468.0";"";"";"";"";"";"";"";"";"";"False";"CHEMBL692276";"Relative potency determined against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL153736";"";"0";"438.62";"1";"5.72";"60";"c1ccc(C(CCc2nc(CCNCCCCc3cccnc3)c[nH]2)c2ccccc2)cc1";"pKp";"'='";"6.88";"";"";"";"";"";"";"";"";"";"False";"CHEMBL697102";"Equilibrium dissociation constant (pKp) against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL56659";"";"0";"408.52";"0";"4.73";"24";"CCn1c(NC2CCN(CCCC(=O)c3ccc(F)cc3)CC2)nc2ccccc21";"A10";"'='";"0.01";"mg l-1";"";"";"";"";"";"";"";"";"False";"CHEMBL685900";"In vitro inhibition of histamine(H1) induced contraction of guinea pig ileum.";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1122877";"1";"Scientific Literature";"J. Med. Chem.";"1985";""
"CHEMBL11515";"";"0";"333.48";"0";"4.33";"15";"CCNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Antagonism effects";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL692279";"Compound was evaluated for mepyramine antagonism effects in guinea pig aorta (contraction) at a mepyramine concentration of 100 nM; ND means not done";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638186";"Aorta";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL153010";"";"0";"438.62";"1";"5.72";"64";"c1ccc(C(CCc2nc(CCNCCCCc3ccncc3)c[nH]2)c2ccccc2)cc1";"pKp";"'='";"6.56";"";"";"";"";"";"";"";"";"";"False";"CHEMBL697102";"Equilibrium dissociation constant (pKp) against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL279875";"";"0";"312.42";"0";"1.83";"77";"C#CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21";"IC50";"'='";"9.9";"nM";"8.00";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL686663";"In vitro inhibition of histamine-induced contractions in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1123303";"1";"Scientific Literature";"J. Med. Chem.";"1986";""
"CHEMBL348656";"";"0";"427.60";"1";"5.05";"53";"c1ccc(C(CCc2nc(CCNCCCCc3c[nH]cn3)c[nH]2)c2ccccc2)cc1";"Concentration";"'='";"10.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL693310";"Concentration required for agonistic activity against histamine in guinea pig ileum";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL275507";"";"0";"305.43";"0";"3.68";"6";"NCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Emax";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL693818";"Maximum response (E max) against histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL275035";"";"0";"319.45";"0";"3.94";"13";"CNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Kd";"'='";"1.778";"nM";"8.75";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL694511";"Compound was evaluated for mepyramine antagonism effects in guinea pig aorta (contraction) at a mepyramine concentration of 100 nM";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638186";"Aorta";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1132974";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL275035";"";"0";"319.45";"0";"3.94";"7";"CNCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"Concentration";"'='";"30.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL693311";"Maximum response (E max) against Histamine H1 receptor in guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL300352";"";"0";"445.01";"1";"5.86";"66";"Clc1ccccc1Cn1c(NC2CCN(CCc3ccccc3)CC2)nc2ccccc21";"A10";"'='";"0.01";"mg l-1";"";"";"";"";"";"";"";"";"False";"CHEMBL685900";"In vitro inhibition of histamine(H1) induced contraction of guinea pig ileum.";"F";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1122877";"1";"Scientific Literature";"J. Med. Chem.";"1985";""
"CHEMBL23359";"";"0";"255.24";"0";"2.60";"40";"NCCc1c[nH]c(-c2ccc(C(F)(F)F)cc2)n1";"Relative activity";"'<'";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL691639";"Contractile effect on isolated guinea pig ileal segments is a measure of H1 (histamine) receptor agonistic activity relative to histamine.";"F";"BAO_0000019";"assay format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1128295";"1";"Scientific Literature";"J. Med. Chem.";"1995";""
"CHEMBL101312";"";"0";"341.43";"0";"2.97";"10c";"O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccccc1F";"IC50";"'='";"0.31";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"False";"CHEMBL693824";"Antihistaminic activity against Histamine H1 receptor was measured on isolated terminal part of guinea pig ileum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638244";"Ileum";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1125003";"1";"Scientific Literature";"J. Med. Chem.";"1990";""
"CHEMBL275507";"";"0";"305.43";"0";"3.68";"6";"NCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1";"EC50";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"22.26";"0.40";"3.12";"12.43";"False";"CHEMBL859320";"Effective concentration against histamine H1 receptor in endothelium-Denuded rings of guinea pig Aorta";"B";"BAO_0000357";"single protein format";"Cavia porcellus";"";"";"";"";"CHEMBL3943";"Histamine H1 receptor";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1145924";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
